timestamp,sender,message,emotion,emoji_used,emoji_count,capital_ratio,clean_message,message_len,hour,emoji_flag,len_bucket,caps_bucket,strata
4/6/2022 18:41,REDACTED,Nda bisaku🤣🤣,negatif,🤣🤣,2,0.111111111,nda bisaku,2,18,1,short,high,short_high_1
4/22/2022 7:54,REDACTED,🙏🏻😇,positif,🙏🏻😇,3,0,,0,7,1,short,low,short_low_1
12/11/2024 8:49,REDACTED,"Selamat Ulang Tahun untuk saudara kita @REDACTED 🥳🥳🎉🎉 Panjang umur, sehat selalu, diberkati dalam pelayanan dan kehidupannya, diberkati juga bersama dengan keluarga. Dan menjadi berkat dimanapun Tuhan tempatkan. Tuhan Yesus Memberkati✨💕🥰🎁 Have a grateful & blessed day😇🫶",positif,🥳🥳🎉🎉✨💕🥰🎁😇🫶,10,0.085972851,"selamat ulang tahun untuk saudara kita redacted ades panjang umur, sehat selalu, diberkati dalam pelayanan dan kehidupannya, diberkati juga bersama dengan keluarga. dan menjadi berkat dimanapun tuhan tempatkan. tuhan yesus memberkati have a grateful blessed day",36,8,1,long,mid,long_mid_1
1/13/2025 7:58,REDACTED,"Wih kasian, Sy pernah dampingi beliau kodong di Polres.",negatif,,0,0.066666667,"wih kasian, sy pernah dampingi beliau kodong di polres.",9,7,0,medium,mid,medium_mid_0
9/13/2024 15:40,REDACTED,di baruga kare kak ehehe🙏🏻🙏🏻,netral,🙏🏻🙏🏻,4,0,di baruga kare kak ehehe,5,15,1,short,low,short_low_1
11/25/2024 12:08,REDACTED,"Selamat Ulangtahun untuk saudari @REDACTED  🥳🥳🎉🎉 Panjang umur, sehat selalu, diberkati salam hidup dan kehidupannya, diberkati juga bersama dengan keluarga. Dan menjadi berkat dimanapun Tuhan tempatkan. Tuhan Yesus Memberkati✨💕🥰🎁 Have a grateful & blessed day😇🫶",positif,🥳🥳🎉🎉✨💕🥰🎁😇🫶,10,0.081339713,"selamat ulangtahun untuk saudari redacted panjang umur, sehat selalu, diberkati salam hidup dan kehidupannya, diberkati juga bersama dengan keluarga. dan menjadi berkat dimanapun tuhan tempatkan. tuhan yesus memberkati have a grateful blessed day",33,12,1,medium,mid,medium_mid_1
6/26/2025 17:16,REDACTED,"Selamat bertambah usia untuk saudara/i kita @REDACTED  Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶✨",positif,🎁😇🫶✨,4,0.072961373,"selamat bertambah usia untuk saudara i kita elgiyanto payung allo redacted panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",37,17,1,long,mid,long_mid_1
7/17/2025 17:45,REDACTED,Main mi itu kak,netral,,0,0.083333333,main mi itu kak,4,17,0,short,mid,short_mid_0
8/7/2021 18:26,REDACTED,Siapa ituuu,netral,,0,0.1,siapa ituuu,2,18,0,short,high,short_high_0
11/10/2023 19:19,REDACTED,Otw,netral,,0,0.333333333,otw,1,19,0,short,high,short_high_0
6/29/2024 21:50,REDACTED,"Pulangmi kak baru""",netral,,0,0.066666667,pulangmi kak baru,3,21,0,short,mid,short_mid_0
12/25/2022 14:06,REDACTED,Ke rumah ya kk🙏,netral,🙏,1,0.090909091,ke rumah ya kk,4,14,1,short,high,short_high_1
1/15/2024 10:47,REDACTED,"Selamat bertambah usia @REDACTED  🥳 🎉 Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶✨",positif,🥳🎉🎁😇🫶✨,6,0.07106599,"selamat bertambah usia redacted panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",30,10,1,medium,mid,medium_mid_1
12/11/2024 15:02,REDACTED,Dokumentasi Perayaan Natal PPGT Klasis Makassar Timur 2024 https://drive.google.com/drive/folders/1GmvBHSWGjjxCpEcPspVpjEBpucQk83w5?usp=drive_link,netral,,0,0.193277311,dokumentasi perayaan natal ppgt klasis makassar timur 2024,8,15,0,medium,high,medium_high_0
8/21/2021 8:38,REDACTED,Selamat ulang tahun Ipen sibollo manning🎉🎉😍🥰 sehat slalu yah Ipen dan makin sayang sama ppgt. Tuhan Yesus memberkati 😇,positif,🎉🎉😍🥰😇,5,0.053191489,selamat ulang tahun ipen sibollo manning sehat slalu yah ipen dan makin sayang sama ppgt. tuhan yesus memberkati,18,8,1,medium,low,medium_low_1
9/10/2022 15:29,REDACTED,🙏🏻🙏🏻🙏🏻🙏🏻,netral,🙏🏻🙏🏻🙏🏻🙏🏻,8,0,,0,15,1,short,low,short_low_1
12/10/2022 17:49,REDACTED,"Tmn"" yg msh ada di gereja minta tolong bw pundi semua🙏",netral,🙏,1,0.023809524,tmn yg msh ada di gereja minta tolong bw pundi semua,11,17,1,medium,low,medium_low_1
9/2/2023 18:13,REDACTED,"Selamat untuk gelar barunya untuk saudara dan saudari kita@REDACTED Tian dan @REDACTED  Semoga dengan gelar yg baru segala harapan kedepannya dapat dicapai, ilmunya bisa menjadi berkat bagi masyarakat dan diri sendiri dimanapun berada, terlebih untuk kemualiaan Tuhan. Congrats Tuhan berkati 😇🎉🙏🏻🎊🎁",positif,😇🎉🙏🏻🎊🎁,6,0.114186851,"selamat untuk gelar barunya untuk saudara dan saudari kita tian kurniawan,s.ak redacted tian dan elvira kila putri tuling,s.t redacted vira semoga dengan gelar yg baru segala harapan kedepannya dapat dicapai, ilmunya bisa menjadi berkat bagi masyarakat dan diri sendiri dimanapun berada, terlebih untuk kemualiaan tuhan. congrats tuhan berkati",48,18,1,long,high,long_high_1
10/25/2025 18:12,REDACTED,"Selamat bertambah usia untuk saudara kita @REDACTED  dan  @REDACTED  Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶✨",positif,🎁😇🫶✨,4,0.114624506,"selamat bertambah usia untuk saudara kita max deddy redacted dan hezron h. manan redacted herdy ppgt panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",42,18,1,long,high,long_high_1
5/31/2024 10:18,REDACTED,"Selamat bertambah sukacita usia @REDACTED Ppgt  🥳 🎉 Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkati🎁😇✨🫶",positif,🥳🎉🎁😇✨🫶,6,0.072115385,"selamat bertambah sukacita usia redacted ppgt panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkati",32,10,1,medium,mid,medium_mid_1
8/30/2023 13:52,REDACTED,"Selamat bertambah Sukacita usia untuk @REDACTED 🥳🥳 Panjang umur, sehat selalu, diberkati dalam rencana dan cita-citanya kedepan, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii✨💕🥰🎁",positif,🥳🥳✨💕🥰🎁,6,0.069444444,"selamat bertambah sukacita usia untuk redacted panjang umur, sehat selalu, diberkati dalam rencana dan cita citanya kedepan, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",33,13,1,medium,mid,medium_mid_1
5/12/2022 20:24,REDACTED,Gaskan,positif,,0,0.166666667,gaskan,1,20,0,short,high,short_high_0
6/12/2025 13:30,REDACTED,"Selamat bertambah usia untuk saudara/i kita @REDACTED Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶✨",positif,🎁😇🫶✨,4,0.080851064,"selamat bertambah usia untuk saudara i kita elvira kila p. tuling redacted vira panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",39,13,1,long,mid,long_mid_1
4/30/2025 11:32,REDACTED,"pengantara sebelum paskah kak, untuk tanggalnya kami menunggu info dari pemilik tokoh. pengantaranny nnti kami langsung antarkan ke rumah",netral,,0,0,"pengantara sebelum paskah kak, untuk tanggalnya kami menunggu info dari pemilik tokoh. pengantaranny nnti kami langsung antarkan ke rumah",19,11,0,medium,low,medium_low_0
9/14/2023 12:27,REDACTED,"Selamat bertambah Sukacita usia untuk @REDACTED🥳 🎉Panjang umur, sehat selalu, diberkati dalam rencana dan cita-citanya kedepan, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii✨💕🥰🎁",positif,🥳🎉✨💕🥰🎁,6,0.07239819,"selamat bertambah sukacita usia untuk redacted silvy panjang umur, sehat selalu, diberkati dalam rencana dan cita citanya kedepan, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",34,12,1,medium,mid,medium_mid_1
7/29/2023 10:11,REDACTED,"Selamat bertambah usia untuk teman/saudara kita @REDACTED   🎉 Panjang umur, sehat slalu, serta segala harapan, rencana dan cita-citanya kedepan senantiasa diberkati. Tuhan menyertai dan melindungi dimanapun pergi dan berada, Tuhan Yesus memberkatii✨💕🥰🎁🎊 Have a blessed day 😇✨",positif,🎉✨💕🥰🎁🎊😇✨,8,0.063348416,"selamat bertambah usia untuk teman saudara kita redacted panjang umur, sehat slalu, serta segala harapan, rencana dan cita citanya kedepan senantiasa diberkati. tuhan menyertai dan melindungi dimanapun pergi dan berada, tuhan yesus memberkatii have a blessed day",37,10,1,long,low,long_low_1
1/1/2025 11:33,REDACTED,Gayss ke rumahki haha,netral,,0,0.055555556,gayss ke rumahki haha,4,11,0,short,low,short_low_0
8/12/2023 18:07,REDACTED,Teman2 yg mau pergi bisa kumpul di gereja paling lambat stengah 7😁🙏🏻,netral,😁🙏🏻,3,0.019230769,teman2 yg mau pergi bisa kumpul di gereja paling lambat stengah 7,12,18,1,medium,low,medium_low_1
1/6/2025 11:07,REDACTED,"Selamat bertambah sukacita usia untuk saudara kita  @REDACTED REDACTED🥳🎉 Panjang umur, sehat selalu, diberkati segala harapan, rencana dan cita-citanya kedepan, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii✨💕🥰🎁🎊 Have a grateful day✨💕🌷",positif,🥳🎉✨💕🥰🎁🎊✨💕🌷,10,0.092936803,"selamat bertambah sukacita usia untuk saudara kita erick ressa redacted redacted panjang umur, sehat selalu, diberkati segala harapan, rencana dan cita citanya kedepan, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii have a grateful day",43,11,1,long,high,long_high_1
7/21/2023 9:01,REDACTED,"*REMINDER* Syalom, Semangat pagi.... Diinformasikan kepada teman-teman bahwa akan dilaksanakan. Diharapkan kedatangan teman"" PPGT sekalian... Tuhan Yesus Memberkati 😇😇😇 *Jangan lupa bawah Alkitab yaa teman²* _mari menghadap Tuhan dengan pakaian yang sopan yah Temans...._ _See you_🤗",positif,🗓🏡🕰📍😇😇😇🤗,8,0.141818182,"reminder syalom, semangat pagi.... diinformasikan kepada teman teman bahwa akan dilaksanakan ibadah ppgt hari ini jumat, 21 juli 2023 saudari yurika panggalo 19.00 wita astor diharapkan kedatangan teman ppgt sekalian... tuhan yesus memberkati jangan lupa bawah alkitab yaa teman mari menghadap tuhan dengan pakaian yang sopan yah temans.... see you",50,9,1,long,high,long_high_1
11/14/2023 10:15,REDACTED,"Selamat bertambah Sukacita usia untuk @REDACTED , @REDACTED  dan @REDACTED REDACTED  🥳 🎉Panjang umur, sehat selalu, diberkati dalam rencana dan cita-citanya kedepan, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii✨🎁",positif,🥳🎉✨🎁,4,0.158914729,"selamat bertambah sukacita usia untuk redacted alexsander nober, redacted dan redacted redacted panjang umur, sehat selalu, diberkati dalam rencana dan cita citanya kedepan, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",39,10,1,long,high,long_high_1
7/20/2021 22:11,REDACTED,Kesalahan pengetikan😂,netral,😂,1,0.052631579,kesalahan pengetikan,2,22,1,short,low,short_low_1
8/19/2021 19:18,REDACTED,ku telfon pale dulu jess no biar ada kassa' kassa' ditim.ta🤣,negatif,🤣,1,0,ku telfon pale dulu jess no biar ada kassa' kassa' ditim.ta,11,19,1,medium,low,medium_low_1
12/3/2022 7:29,REDACTED,🙏🏻😇,positif,🙏🏻😇,3,0,,0,7,1,short,low,short_low_1
9/26/2023 9:33,REDACTED,"Selamat bertambah Sukacita usia untuk @REDACTED  🥳 🎉Panjang umur, sehat selalu, diberkati dalam rencana dan cita-citanya kedepan, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii✨💕🥰🎁",positif,🥳🎉✨💕🥰🎁,6,0.069444444,"selamat bertambah sukacita usia untuk redacted panjang umur, sehat selalu, diberkati dalam rencana dan cita citanya kedepan, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",33,9,1,medium,mid,medium_mid_1
10/10/2023 17:15,REDACTED,Gass,netral,,0,0.25,gass,1,17,0,short,high,short_high_0
11/1/2022 21:08,REDACTED,"Selamat bertambah sukacita usia teman/saudara kta @REDACTED 🎉 Panjang umur, sehat slaluu, diberkati segala harapan,rencana dan cita-citanya kedepannya,  dan diberkati bersama dgn keluarga Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada, Tuhan Yesus memberkatii✨💕🥰🎁🎊 Have a grateful day✨💕🌷",positif,🎉✨💕🥰🎁🎊✨💕🌷,9,0.057471264,"selamat bertambah sukacita usia teman saudara kta redacted priestly panjang umur, sehat slaluu, diberkati segala harapan,rencana dan cita citanya kedepannya, dan diberkati bersama dgn keluarga tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada, tuhan yesus memberkatii have a grateful day",41,21,1,long,low,long_low_1
1/21/2024 9:11,REDACTED,"Selamat bertambah usia @REDACTED Ppgt  🥳 🎉 Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶✨",positif,🥳🎉🎁😇🫶✨,6,0.07804878,"selamat bertambah usia redacted isma ppgt panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",32,9,1,medium,mid,medium_mid_1
12/12/2024 15:49,REDACTED,ayo pergi natal lgi🤭,positif,🤭,1,0,ayo pergi natal lgi,4,15,1,short,low,short_low_1
6/2/2023 10:14,REDACTED,"Selamat bertambah Sukacita usia untuk saudari kita @REDACTED 🎉 Panjang umur, sehat selalu, diberkati dalam Pendidikan dan Rencananya kedepan, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkati✨💕🥰🎁 Have a grateful & blessed day teman""😇🫶",positif,🎉✨💕🥰🎁😇🫶,7,0.073076923,"selamat bertambah sukacita usia untuk saudari kita redacted tari panjang umur, sehat selalu, diberkati dalam pendidikan dan rencananya kedepan, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkati have a grateful blessed day teman",41,10,1,long,mid,long_mid_1
9/8/2024 11:28,REDACTED,"Selamat bertambah sukacita usia untuk saudari @REDACTED 🥳 🎉 Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkati🎁😇✨🫶",positif,🥳🎉🎁😇✨🫶,6,0.067567568,"selamat bertambah sukacita usia untuk saudari redacted pingky panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkati",34,11,1,medium,mid,medium_mid_1
9/20/2025 11:10,REDACTED,"merapat kakak""",netral,,0,0,merapat kakak,2,11,0,short,low,short_low_0
4/21/2022 20:20,REDACTED,pale sendiri 🤣🤣🤣,negatif,🤣🤣🤣,3,0,pale sendiri,2,20,1,short,low,short_low_1
9/12/2023 13:05,REDACTED,"Turut berdukacita atas meninggalnya kakek terkasih dari saudari kita @REDACTED , kiranya keluarga yang ditinggalkan diberikan ketabahan penguatan dan penghiburan dari Tuhan kita Yesus Kristus🙏🏻🙏🏻🙏🏻",negatif,🙏🏻🙏🏻🙏🏻,6,0.075581395,"turut berdukacita atas meninggalnya kakek terkasih dari saudari kita redacted adellia , kiranya keluarga yang ditinggalkan diberikan ketabahan penguatan dan penghiburan dari tuhan kita yesus kristus",26,13,1,medium,mid,medium_mid_1
1/10/2025 13:10,REDACTED,"Selamat bertambah usia  @REDACTED 🥳 🎉 Panjang umur, sehat selalu, diberkati dalam cita-cita dan rencana kedepannya, diberkati bersama keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkatii🎁😇🫶✨",positif,🥳🎉🎁😇🫶✨,6,0.07860262,"selamat bertambah usia betrix evangelica lebang redacted evangelica panjang umur, sehat selalu, diberkati dalam cita cita dan rencana kedepannya, diberkati bersama keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii",34,13,1,medium,mid,medium_mid_1
5/28/2023 11:11,REDACTED,"Selamat bertambah Sukacita usia untuk Saudari/kakak kita @REDACTED   🎉 Panjang umur, sehat selalu, diberkati dalam Pekerjaan dan Rencananya kedepan, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. Tuhan Yesus Memberkati✨💕🥰🎁 Have a grateful & blessed day teman""😇🫶",positif,🎉✨💕🥰🎁😇🫶,7,0.073076923,"selamat bertambah sukacita usia untuk saudari kakak kita redacted panjang umur, sehat selalu, diberkati dalam pekerjaan dan rencananya kedepan, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkati have a grateful blessed day teman",41,11,1,long,mid,long_mid_1
3/1/2024 17:37,REDACTED,Turut berdukacita atas meninggalnya tante terkasih dari saudara kita @REDACTED Ppgt kiranya keluarga yang ditinggalkan diberikan penguatan dan penghiburan dari Tuhan kita Yesus Kristus😇🙏🏻🙏🏻,negatif,😇🙏🏻🙏🏻,5,0.231481481,turut berdukacita atas meninggalnya tante terkasih dari saudara kita redacted vira redacted echa redacted egatha redacted reno redacted evitha ppgt kiranya keluarga yang ditinggalkan diberikan penguatan dan penghiburan dari tuhan kita yesus kristus,33,17,1,medium,high,medium_high_1
7/28/2023 20:30,REDACTED,"Selamat bertambah usia @REDACTED Panjang umur, sehat slalu, serta segala harapan, rencana dan cita-citanya kedepan senantiasa diberkati. Tuhan menyertai dan melindungi dimanapun pergi dan berada, Tuhan Yesus memberkatii✨💕🥰🎁🎊 Have a blessed day 😇✨",positif,✨💕🥰🎁🎊😇✨,7,0.07,"selamat bertambah usia redacted panjang umur, sehat slalu, serta segala harapan, rencana dan cita citanya kedepan senantiasa diberkati. tuhan menyertai dan melindungi dimanapun pergi dan berada, tuhan yesus memberkatii have a blessed day",33,20,1,medium,mid,medium_mid_1
9/9/2024 19:52,REDACTED,"Selamat atas gelar barunya buat saudara-saudara kita @REDACTED  Semoga dengan gelar yg baru segala harapan kedepannya dapat dicapai, ilmunya bisa menjadi berkat bagi masyarakat dan diri sendiri dimanapun berada, terlebih untuk kemuliaan Tuhan. Congrats Tuhan berkati 😇🎉🙏🏻🎊🎁",positif,😇🎉🙏🏻🎊🎁,6,0.11409396,"selamat atas gelar barunya buat saudara saudara kita christian pavel sitompul a.md.t redacted christian theodorus tasusane mangeka, s.tr.pel redacted 19.41.133 semoga dengan gelar yg baru segala harapan kedepannya dapat dicapai, ilmunya bisa menjadi berkat bagi masyarakat dan diri sendiri dimanapun berada, terlebih untuk kemuliaan tuhan. congrats tuhan berkati",48,19,1,long,high,long_high_1
8/11/2023 17:11,REDACTED,Otw,netral,,0,0.333333333,otw,1,17,0,short,high,short_high_0
1/10/2023 11:31,REDACTED,"Selamat bertambah Sukacita usia untuk Saudari kita @REDACTED Evangelica  🎉 Panjang umur, sehat selalu, diberkati dalam Pendidikan,Rencana dan Cita-citanya kedepan, diberkati bersama dengan keluarga. Tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada.  Tuhan Yesus Memberkatii✨💕🥰🎁 Have a grateful & blessed day teman""✨💕🌹",positif,🎉✨💕🥰🎁✨💕🌹,8,0.076363636,"selamat bertambah sukacita usia untuk saudari kita redacted evangelica panjang umur, sehat selalu, diberkati dalam pendidikan,rencana dan cita citanya kedepan, diberkati bersama dengan keluarga. tuhan senantiasa menyertai dan melindungi dimanapun pergi dan berada. tuhan yesus memberkatii have a grateful blessed day teman",42,11,1,long,mid,long_mid_1
10/10/2021 13:59,REDACTED,"Happy birthday utk teman/saudara kta @REDACTED . Panjang umur,Sehat selalu, lancar dlm pendidikannya, diberkatiii harapan cita""nya, jdi berkat dimnapun berada . Wish u all the bestt Tuhan Yesus memberkati...🎊🎉🎁😇🙏🏻 *Happy Sunday utk kta semuaa Tuhan memberkati...✨",positif,🎊🎉🎁😇🙏🏻✨,7,0.089201878,"happy birthday utk teman saudara kta redacted sandria t . panjang umur,sehat selalu, lancar dlm pendidikannya, diberkatiii harapan cita nya, jdi berkat dimnapun berada . wish u all the bestt tuhan yesus memberkati... happy sunday utk kta semuaa tuhan memberkati...",40,13,1,long,high,long_high_1
6/7/2023 20:53,REDACTED,"Turut berduka cita atas meninggalnya Ayah dri teman/saudara kita @REDACTED , kiranya keluarga yang ditinggalkan diberikan penguatan dan penghiburan dari Tuhan kita Yesus Kristus ...🙏🏻🙏🏻",negatif,🙏🏻🙏🏻,4,0.089171975,"turut berduka cita atas meninggalnya ayah dri teman saudara kita redacted sepupu, kiranya keluarga yang ditinggalkan diberikan penguatan dan penghiburan dari tuhan kita yesus kristus ...",26,20,1,medium,high,medium_high_1
